0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2.82858,2.81789,2.80721,2.79653,2.78586,2.77520,2.76333,2.74797,2.73265,2.71737,2.70213,2.68694,2.67362,2.66248,2.65138,2.64032,2.62932,2.61838,2.60537,2.59067,2.57605,2.56153,2.54710,2.53278,2.51647,2.49745,2.47859,2.45989,2.44135,2.42298,2.40479,2.38680,2.36900,2.35139,2.33399,2.31678,2.29979,2.28193,2.25712,2.23265,2.20852,2.18474,2.16132,2.13826,2.11558,2.08952,2.06112,2.03324,2.00587,1.97903,1.95272,1.92696,1.90174,1.87708,1.85182,1.82699,1.80277,1.77916,1.75619,1.73384,1.71214,1.69108,1.67067,1.65093,1.63185,1.61344,1.59570,1.57865,1.56229,1.54661,1.53164,1.51736,1.50379,1.49093,1.47879,1.46736,1.45665,1.44667,1.43741,1.42889,1.42109,1.41404,1.40772,1.40213,1.39729,1.39319,1.38984,1.38723,1.38536,1.38424,1.38387
0.03700,0.03694,0.03687,0.03681,0.03675,0.03668,0.03639,0.03543,0.03447,0.03352,0.03256,0.03161,0.03073,0.02990,0.02909,0.02827,0.02746,0.02666,0.02594,0.02530,0.02466,0.02403,0.02340,0.02277,0.02214,0.02151,0.02088,0.02025,0.01963,0.01902,0.01841,0.01758,0.01677,0.01596,0.01516,0.01436,0.01358,0.01281,0.01204,0.01127,0.01052,0.00978,0.00905,0.00833,0.00762,0.00692,0.00622,0.00554,0.00487,0.00421,0.00357,0.00294,0.00232,0.00172,0.00110,0.00050,-0.00009,-0.00066,-0.00122,-0.00176,-0.00229,-0.00280,-0.00330,-0.00378,-0.00424,-0.00469,-0.00512,-0.00553,-0.00593,-0.00631,-0.00668,-0.00702,-0.00735,-0.00766,-0.00796,-0.00824,-0.00850,-0.00874,-0.00896,-0.00917,-0.00936,-0.00953,-0.00969,-0.00982,-0.00994,-0.01004,-0.01012,-0.01018,-0.01023,-0.01026,-0.01027
