0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.86459,0.88319,0.90179,0.92037,0.93894,0.95749,1.01086,1.16283,1.31447,1.46574,1.61659,1.76698,1.90145,2.01759,2.13326,2.24844,2.36307,2.47713,2.55576,2.60465,2.65324,2.70153,2.74950,2.79713,2.83584,2.86258,2.88910,2.91539,2.94145,2.96727,2.99285,3.01554,3.03800,3.06021,3.08218,3.10388,3.12533,3.14474,3.15224,3.15963,3.16692,3.17410,3.18118,3.18814,3.19500,3.18642,3.16668,3.14730,3.12827,3.10961,3.09132,3.07341,3.05588,3.03873,3.00458,2.96866,2.93363,2.89949,2.86626,2.83395,2.80256,2.77210,2.74259,2.71403,2.68644,2.65981,2.63416,2.60950,2.58583,2.56317,2.54151,2.52086,2.50124,2.48264,2.46507,2.44855,2.43306,2.41862,2.40524,2.39291,2.38163,2.37143,2.36229,2.35421,2.34721,2.34128,2.33643,2.33265,2.32996,2.32834,2.32780
1.58580,1.57259,1.55939,1.54619,1.53301,1.51984,1.49645,1.44412,1.39189,1.33980,1.28784,1.23605,1.19080,1.15309,1.11553,1.07814,1.04092,1.00388,0.97245,0.94573,0.91917,0.89279,0.86658,0.84055,0.81453,0.78847,0.76262,0.73699,0.71159,0.68642,0.66149,0.63728,0.61332,0.58962,0.56619,0.54303,0.52016,0.49756,0.47521,0.45317,0.43143,0.41001,0.38891,0.36814,0.34771,0.32918,0.31212,0.29537,0.27893,0.26281,0.24700,0.23152,0.21637,0.20156,0.19059,0.18039,0.17045,0.16076,0.15132,0.14215,0.13324,0.12459,0.11621,0.10811,0.10027,0.09271,0.08543,0.07843,0.07171,0.06528,0.05913,0.05327,0.04770,0.04242,0.03743,0.03274,0.02834,0.02424,0.02044,0.01694,0.01374,0.01085,0.00825,0.00596,0.00397,0.00229,0.00091,-0.00016,-0.00093,-0.00139,-0.00154
