,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2,13.97782,13.97032,13.94949,13.91393,13.86488,13.80208,13.72624,13.6381,13.5379,13.42716,13.30577,13.17572,13.03685,12.89097,12.73834,12.58027,12.41749,12.25075,12.08115,11.90895,11.73551,11.56074,11.38593,11.21102,11.03691,10.86378,10.6921,10.52227,10.35438,10.18902,10.02597,9.86591,9.70851,9.55429,9.40306,9.25507,9.11032,8.9688,8.83069,8.69577,8.56435,8.43607,8.31126,8.18959,8.07126,7.95609,7.8441,7.73527,7.62945,7.52677,7.42696,7.33024,7.23628,7.14527,7.05698,6.97148,6.88867,6.8085,6.73099,6.65598,6.5836,6.51361,6.44619,6.38111,6.31848,6.25819,6.20025,6.14465,6.0913,6.04031,5.99151,5.94506,5.90078,5.85883,5.81907,5.78159,5.74637,5.71339,5.68275,5.65433,5.62832,5.60456,5.58325,5.56427,5.54776,5.53369,5.52209,5.51307,5.50654,5.5027,5.50134
2.1,15.60605,15.59664,15.57057,15.52604,15.46469,15.38621,15.29157,15.18178,15.05721,14.91987,14.76967,14.60922,14.43836,14.25942,14.07279,13.88011,13.68234,13.48042,13.27574,13.0686,12.86066,12.65181,12.44361,12.23594,12.02989,11.82563,11.6237,11.42455,11.22823,11.03542,10.84582,10.66021,10.47814,10.30021,10.12614,9.95621,9.79038,9.6286,9.47107,9.31747,9.16816,9.02269,8.88142,8.74395,8.61048,8.48079,8.35487,8.23269,8.11407,7.99913,7.88754,7.77955,7.67477,7.5734,7.47518,7.38015,7.28822,7.19929,7.11341,7.03035,6.95029,6.87292,6.79845,6.72662,6.65754,6.59108,6.52724,6.46602,6.4073,6.3512,6.29753,6.24647,6.1978,6.1517,6.10803,6.06686,6.02818,5.99196,5.95831,5.9271,5.89854,5.87244,5.84904,5.82818,5.81004,5.79456,5.78182,5.77189,5.76471,5.76048,5.75899
2.2,17.38556,17.37383,17.34146,17.28611,17.20995,17.11261,16.99542,16.85972,16.70605,16.53706,16.35272,16.15637,15.94788,15.73023,15.50392,15.27107,15.03286,14.79047,14.54559,14.29859,14.05149,13.80411,13.55832,13.31394,13.07223,12.83336,12.59792,12.3664,12.13881,11.91594,11.69733,11.48391,11.27507,11.07149,10.87278,10.67925,10.49079,10.30733,10.12905,9.95555,9.78724,9.62353,9.46484,9.31067,9.16123,9.01625,8.87569,8.73951,8.60747,8.4797,8.35581,8.23606,8.12001,8.00785,7.89929,7.79437,7.69297,7.59497,7.50041,7.40903,7.32102,7.23603,7.15429,7.07548,6.99975,6.92693,6.85701,6.79,6.72575,6.66439,6.6057,6.5499,6.49672,6.44636,6.39866,6.3537,6.31146,6.27191,6.23517,6.20108,6.16989,6.14138,6.11583,6.09303,6.07321,6.05629,6.04235,6.0315,6.02364,6.01902,6.01737
2.3,19.3254,19.31088,19.27096,19.20265,19.10876,18.9889,18.84482,18.67831,18.49016,18.28381,18.05927,17.82086,17.56844,17.3058,17.0336,16.75447,16.46989,16.18129,15.89074,15.59865,15.30746,15.01686,14.72911,14.44389,14.1627,13.88563,13.61336,13.3464,13.0847,12.82912,12.57908,12.3356,12.09791,11.86677,11.64166,11.4229,11.21032,11.0038,10.8035,10.60893,10.42053,10.23759,10.06057,9.88885,9.72266,9.56166,9.40579,9.25499,9.10894,8.96782,8.83113,8.69917,8.57141,8.44808,8.32882,8.21367,8.10247,7.9951,7.89158,7.79162,7.69543,7.60259,7.51336,7.42739,7.34481,7.26545,7.1893,7.11634,7.04641,6.97967,6.91583,6.85517,6.79736,6.74263,6.69079,6.64195,6.59606,6.5531,6.51318,6.47615,6.44226,6.41128,6.3835,6.35872,6.33717,6.31877,6.3036,6.29179,6.28323,6.2782,6.2764
2.4,21.4346,21.41675,21.36786,21.28411,21.16915,21.02256,20.84663,20.64375,20.41501,20.16483,19.89333,19.60597,19.30265,18.98811,18.66321,18.33119,17.99384,17.6529,17.31087,16.96816,16.62769,16.28901,15.95476,15.62448,15.29988,14.98099,14.66854,14.36304,14.06437,13.77347,13.48957,13.21383,12.94525,12.68469,12.43147,12.1859,11.94776,11.71685,11.49332,11.27656,11.06704,10.86392,10.66769,10.47762,10.29394,10.11624,9.94444,9.77843,9.61786,9.46288,9.31292,9.16833,9.02847,8.8936,8.76329,8.6376,8.51632,8.3993,8.28657,8.17779,8.07319,7.97229,7.87538,7.78206,7.69247,7.60642,7.52387,7.44482,7.36909,7.29683,7.22773,7.16209,7.09955,7.04035,6.98429,6.93147,6.88185,6.83539,6.79223,6.75218,6.71553,6.68201,6.65196,6.62515,6.60182,6.58189,6.56546,6.55266,6.54338,6.53793,6.53598
2.5,23.72219,23.70037,23.64087,23.53885,23.399,23.22087,23.00748,22.76193,22.48571,22.18447,21.85846,21.51455,21.15266,20.7787,20.3937,20.00166,19.60471,19.20493,18.80528,18.40616,18.01103,17.61923,17.23384,16.85417,16.48219,16.11782,15.76182,15.41471,15.07624,14.74744,14.4273,14.11714,13.81569,13.52389,13.2409,12.96702,12.70194,12.44536,12.19744,11.95742,11.72582,11.50161,11.28537,11.07618,10.87433,10.67929,10.49096,10.30921,10.1336,9.96431,9.80066,9.64304,9.49071,9.34397,9.2023,9.06576,8.93413,8.80721,8.68504,8.56722,8.454,8.34486,8.24009,8.13925,8.0425,7.9496,7.86053,7.77526,7.69359,7.6157,7.54124,7.47052,7.40314,7.33939,7.27901,7.22214,7.16871,7.11868,7.0722,7.02907,6.9896,6.95349,6.92112,6.89222,6.86707,6.84558,6.82786,6.81405,6.80403,6.79815,6.79604
2.6,26.19712,26.17061,26.09864,25.97512,25.80603,25.59092,25.3337,25.03839,24.707,24.34667,23.9578,23.54899,23.12016,22.67861,22.22558,21.76591,21.30212,20.83664,20.37295,19.91142,19.45608,19.00599,18.56472,18.1313,17.70795,17.29443,16.89153,16.49976,16.11869,15.74946,15.39077,15.04409,14.70785,14.38307,14.06872,13.76507,13.47171,13.18827,12.91485,12.65056,12.39596,12.14983,11.91279,11.68379,11.4631,11.25013,11.04473,10.84673,10.65562,10.47159,10.29385,10.12284,9.95771,9.79877,9.64546,9.49781,9.35557,9.21852,9.0867,8.95963,8.83762,8.72004,8.60726,8.49874,8.39468,8.2948,8.19908,8.10747,8.01976,7.93614,7.8562,7.78031,7.70802,7.63962,7.57485,7.51385,7.45653,7.40288,7.35302,7.30674,7.2644,7.22564,7.1909,7.15987,7.13286,7.10978,7.09073,7.07588,7.06511,7.05878,7.0565
2.7,28.8682,28.8362,28.74965,28.60096,28.39773,28.1395,27.83132,27.47834,27.08321,26.65491,26.19402,25.7112,25.20638,24.68847,24.15893,23.62355,23.08529,22.54696,22.01257,21.48244,20.9612,20.44756,19.94563,19.45407,18.97535,18.50905,18.05594,17.6165,17.19011,16.77798,16.37849,15.99325,15.62036,15.26095,14.9137,14.57891,14.25602,13.94455,13.64461,13.3551,13.07663,12.80778,12.54923,12.29974,12.05962,11.82815,11.60517,11.39045,11.1834,10.98424,10.79204,10.60731,10.42905,10.25765,10.09241,9.93341,9.78033,9.63294,9.49126,9.35476,9.22378,9.09762,8.97667,8.86033,8.74883,8.64185,8.53936,8.44131,8.34745,8.258,8.1725,8.09135,8.01405,7.94094,7.87171,7.8065,7.74524,7.68789,7.63459,7.58512,7.53985,7.4984,7.46124,7.42804,7.39913,7.37441,7.35401,7.33811,7.32655,7.31977,7.31733
2.8,31.74415,31.7057,31.60221,31.42423,31.18133,30.87311,30.506,30.08656,29.61825,29.11222,28.56933,28.00264,27.41207,26.80844,26.19338,25.57381,24.95311,24.3345,23.72257,23.11748,22.52458,21.94209,21.37469,20.82059,20.28255,19.75986,19.25331,18.76326,18.28888,17.83146,17.38899,16.96326,16.55195,16.15629,15.77469,15.40744,15.05384,14.71327,14.38582,14.07018,13.76704,13.47471,13.19398,12.92338,12.66327,12.41279,12.17175,11.93988,11.71649,11.50183,11.29483,11.09606,10.9044,10.72025,10.54284,10.37226,10.20814,10.0502,9.89848,9.75239,9.61228,9.47738,9.34812,9.22385,9.10479,8.99059,8.88122,8.77663,8.67653,8.58116,8.49001,8.40353,8.32115,8.24326,8.16949,8.10002,8.03475,7.97364,7.91686,7.86413,7.81588,7.77169,7.73208,7.69666,7.66582,7.63944,7.61766,7.60067,7.58832,7.58108,7.57846
2.9,34.83345,34.7875,34.66443,34.45252,34.1638,33.79791,33.36304,32.86743,32.31555,31.72118,31.08544,30.42428,29.73755,29.03824,28.32821,27.61558,26.90418,26.19762,25.50113,24.81465,24.14425,23.48758,22.84993,22.22895,21.62766,21.04507,20.48188,19.93839,19.41344,18.90842,18.42088,17.95278,17.50135,17.06793,16.65061,16.24966,15.86421,15.49352,15.13763,14.79503,14.46646,14.14996,13.84641,13.55413,13.2735,13.00353,12.74398,12.49456,12.25446,12.02396,11.80185,11.58875,11.38341,11.18627,10.99648,10.81409,10.63874,10.47007,10.30815,10.1523,10.00292,9.85914,9.72146,9.58912,9.46239,9.34087,9.22453,9.1133,9.00688,8.9055,8.80864,8.71675,8.62922,8.54648,8.46811,8.39431,8.32499,8.26007,8.19974,8.14372,8.09245,8.04548,8.00336,7.96569,7.93289,7.90482,7.88162,7.86354,7.85037,7.84266,7.83986
3,38.14439,38.08977,37.94416,37.69316,37.35175,36.91969,36.40731,35.82489,35.1781,34.48385,33.7436,32.97662,32.18266,31.37723,30.56231,29.74741,28.93679,28.13445,27.34628,26.57189,25.81815,25.08198,24.36933,23.67717,23.00882,22.36287,21.73996,21.14024,20.56225,20.00741,19.4728,18.96056,18.46739,17.99476,17.54042,17.10459,16.68623,16.28446,15.89928,15.52892,15.1742,14.83289,14.50594,14.19144,13.88979,13.59988,13.32143,13.05407,12.79692,12.55026,12.31274,12.08506,11.86579,11.65544,11.45304,11.25867,11.07189,10.89234,10.72006,10.5543,10.39552,10.24275,10.09652,9.95601,9.82151,9.69257,9.56917,9.45122,9.33839,9.23094,9.12828,9.03092,8.93818,8.85052,8.76751,8.68933,8.61589,8.54711,8.4832,8.42383,8.3695,8.3197,8.27505,8.2351,8.2003,8.1705,8.14587,8.12666,8.11267,8.10448,8.10149
3.1,41.68502,41.6204,41.44899,41.15316,40.75147,40.24388,39.64326,38.96239,38.20838,37.40183,36.54456,35.65972,34.74687,33.82435,32.89426,31.96758,31.04901,30.14292,29.25588,28.38704,27.54413,26.72318,25.93085,25.1633,24.42413,23.71147,23.02585,22.36726,21.73383,21.12706,20.54346,19.98538,19.44895,18.93575,18.44314,17.97134,17.51908,17.08532,16.67003,16.27118,15.88966,15.52292,15.17202,14.83479,14.51168,14.20141,13.90367,13.61803,13.34351,13.0804,12.82721,12.5847,12.35127,12.1275,11.9123,11.70577,11.5074,11.31681,11.13403,10.95823,10.78993,10.62804,10.47316,10.32437,10.18201,10.04557,9.91502,9.79028,9.67097,9.55738,9.44885,9.34596,9.24796,9.15533,9.06761,8.985,8.9074,8.83472,8.76718,8.70441,8.64699,8.59433,8.5471,8.50483,8.46801,8.43646,8.41037,8.39001,8.37518,8.3665,8.36332
3.2,45.46313,45.38702,45.18621,44.83922,44.36889,43.77547,43.07491,42.28295,41.40844,40.47627,39.48866,38.47323,37.42923,36.37823,35.32233,34.27412,33.23873,32.22081,31.22767,30.25786,29.31999,28.40906,27.53245,26.6854,25.87178,25.08917,24.33796,23.61793,22.92677,22.26606,21.63164,21.02613,20.44497,19.88992,19.35789,18.84906,18.36196,17.89538,17.44923,17.02118,16.61224,16.2195,15.84416,15.48374,15.13873,14.80772,14.49034,14.18611,13.89391,13.61409,13.34496,13.0874,12.8396,12.60222,12.37405,12.15518,11.94508,11.74329,11.54988,11.36393,11.186,11.01488,10.85125,10.6941,10.54379,10.39977,10.262,10.13039,10.00452,9.88474,9.77029,9.66181,9.55848,9.46083,9.36836,9.28128,9.19947,9.12284,9.05163,8.98544,8.92487,8.86931,8.81949,8.77487,8.73598,8.70266,8.67508,8.65357,8.63787,8.62869,8.62532
3.3,49.48619,49.39696,49.16282,48.75767,48.20955,47.51903,46.70581,45.78911,44.77981,43.70782,42.57577,41.41638,40.22845,39.03717,37.84453,36.66486,35.50363,34.3658,33.25932,32.18205,31.14352,30.13749,29.17213,28.24156,27.34997,26.49428,25.67471,24.8908,24.13973,23.42315,22.7362,22.08172,21.45447,20.85636,20.28381,19.73698,19.21417,18.71397,18.23624,17.77836,17.34143,16.92216,16.52189,16.13784,15.77056,15.41845,15.08109,14.75797,14.44782,14.15104,13.86575,13.59292,13.33056,13.07939,12.83807,12.60673,12.38475,12.17164,11.96749,11.77126,11.58359,11.40315,11.23069,11.06508,10.90674,10.75506,10.61,10.47147,10.33899,10.21294,10.09251,9.97839,9.86969,9.76698,9.6697,9.57811,9.49205,9.41143,9.33651,9.26686,9.20312,9.14463,9.09217,9.04517,9.0042,8.96907,8.93999,8.91729,8.90072,8.89103,8.88747
3.4,53.7614,53.65724,53.38544,52.91449,52.27857,51.47873,50.53906,49.48293,48.32358,47.09671,45.80535,44.48803,43.14292,41.79922,40.45865,39.13745,37.84133,36.57544,35.34846,34.15731,33.01251,31.90637,30.84789,29.82994,28.85698,27.9252,27.03463,26.1845,25.37144,24.59717,23.85604,23.15117,22.47654,21.83422,21.22013,20.63439,20.07504,19.54047,19.03052,18.5422,18.07673,17.63044,17.20481,16.79672,16.4068,16.03325,15.67562,15.33332,15.00497,14.691,14.38933,14.10105,13.82394,13.55882,13.30421,13.06024,12.82625,12.60171,12.38669,12.18009,11.98258,11.79273,11.61135,11.43722,11.27078,11.11137,10.95895,10.81343,10.67428,10.54192,10.41546,10.29566,10.18153,10.07371,9.97159,9.87544,9.7851,9.70045,9.6218,9.54864,9.4817,9.42024,9.36512,9.31571,9.27263,9.23567,9.20507,9.18117,9.16371,9.15351,9.14974
3.5,58.29561,58.17453,57.86039,57.31529,56.58071,55.65828,54.57733,53.36603,52.04038,50.64272,49.17647,47.6867,46.17072,44.66216,43.16232,41.6894,40.24929,38.84728,37.49268,36.18134,34.92478,33.71365,32.55784,31.44874,30.39115,29.38041,28.4163,27.49773,26.62071,25.78702,24.99016,24.23356,23.51031,22.82272,22.16611,21.54061,20.94395,20.37433,19.83152,19.3122,18.8177,18.34393,17.89252,17.46003,17.04712,16.65183,16.27364,15.91191,15.56512,15.23375,14.9155,14.61158,14.31956,14.04034,13.77229,13.51556,13.26945,13.03335,12.80737,12.59029,12.38287,12.18352,11.99315,11.81041,11.6358,11.46861,11.30878,11.15621,11.01034,10.87162,10.73907,10.61354,10.49395,10.38099,10.27399,10.17325,10.07858,9.98988,9.90744,9.83075,9.76059,9.69613,9.63832,9.58647,9.54126,9.50245,9.4703,9.44518,9.42682,9.41609,9.41211
3.6,63.09537,62.95518,62.59361,61.96529,61.12027,60.06096,58.8228,57.43956,55.93042,54.34527,52.68786,51.01061,49.30968,47.62361,45.95298,44.31813,42.72497,41.1788,39.68958,38.25185,36.87819,35.55734,34.3001,33.09626,31.95091,30.85845,29.81838,28.82927,27.8864,26.99167,26.13762,25.328,24.555,23.82113,23.1211,22.45502,21.82034,21.21501,20.63878,20.08792,19.56393,19.06224,18.58468,18.12743,17.69123,17.2739,16.87489,16.4935,16.12804,15.77907,15.44406,15.12433,14.81724,14.52378,14.24216,13.97256,13.7142,13.46646,13.22942,13.00177,12.78435,12.57542,12.37599,12.18458,12.00175,11.82671,11.65941,11.49974,11.3471,11.20197,11.0633,10.93201,10.80691,10.68877,10.57685,10.47148,10.37246,10.27966,10.19343,10.11317,10.03974,9.97226,9.91174,9.85742,9.81006,9.76937,9.73565,9.70931,9.69002,9.67876,9.67457
3.7,68.16685,68.00517,67.59068,66.86931,65.90116,64.68961,63.27722,61.70425,59.99347,58.20335,56.33788,54.4577,52.55743,50.68098,48.82799,47.02098,45.26574,43.5675,41.93679,40.36661,38.87065,37.43549,36.0729,34.77085,33.53474,32.35794,31.23962,30.17795,29.16748,28.21015,27.29752,26.4337,25.60986,24.82877,24.08447,23.37706,22.70368,22.06204,21.45184,20.86895,20.31503,19.78503,19.28097,18.79862,18.33884,17.8992,17.47913,17.07785,16.69353,16.32677,15.97482,15.63914,15.31683,15.009,14.71368,14.43111,14.16041,13.90091,13.65273,13.41443,13.18694,12.96836,12.7598,12.55966,12.36855,12.1856,12.01078,11.84397,11.68451,11.53294,11.3881,11.251,11.12036,10.99701,10.88013,10.77011,10.6667,10.56978,10.47971,10.39587,10.31916,10.24862,10.18536,10.12856,10.07901,10.03643,10.00112,9.97353,9.95331,9.94151,9.9371
3.8,73.5159,73.33012,72.85682,72.03177,70.92688,69.54663,67.94191,66.1604,64.22892,62.21565,60.12463,58.02564,55.91139,53.83159,51.78461,49.79524,47.86902,46.01089,44.23197,42.52343,40.90015,39.34624,37.87453,36.47095,35.14123,33.87758,32.67883,31.54271,30.46294,29.44157,28.46906,27.54991,26.67422,25.84501,25.05565,24.30621,23.5935,22.91497,22.2703,21.65493,21.07067,20.51198,19.98109,19.47334,18.98969,18.5275,18.08614,17.66477,17.26139,16.87668,16.50762,16.15586,15.81819,15.49586,15.18674,14.89108,14.60794,14.3366,14.0772,13.82818,13.59054,13.36225,13.14451,12.93557,12.73612,12.54522,12.36284,12.18884,12.02252,11.86446,11.71343,11.57049,11.43427,11.30567,11.18381,11.0691,10.96128,10.86021,10.76628,10.67882,10.5988,10.52519,10.45916,10.39985,10.3481,10.30361,10.26669,10.23783,10.21666,10.20432,10.19969
3.9,79.14798,78.93527,78.39685,77.45672,76.20048,74.634,72.81776,70.80789,68.6358,66.38049,64.04592,61.71194,59.36883,57.07262,54.82002,52.6382,50.53218,48.50651,46.57282,44.72021,42.96475,41.28782,39.70337,38.19507,36.76903,35.41615,34.13491,32.92254,31.77188,30.68511,29.65148,28.67594,27.74743,26.86929,26.03411,25.24197,24.48934,23.7734,23.09379,22.44549,21.83053,21.24279,20.68476,20.15132,19.64356,19.15859,18.69572,18.25406,17.83144,17.42862,17.04232,16.67433,16.32118,15.98425,15.66122,15.35238,15.05671,14.77345,14.50275,14.24293,13.99508,13.75701,13.53003,13.31225,13.10442,12.90552,12.71553,12.53431,12.36109,12.19651,12.03923,11.89043,11.7486,11.61472,11.48786,11.36843,11.25617,11.15093,11.05311,10.96201,10.87865,10.80194,10.73313,10.67128,10.61731,10.57088,10.53234,10.5022,10.48007,10.46718,10.46232
4,85.06821,84.82552,84.21522,83.14778,81.72463,79.95327,77.90525,75.64623,73.21277,70.69592,68.09933,65.51388,62.92689,60.4012,57.93141,55.54713,53.25265,51.05197,48.95713,46.95488,45.06257,43.25852,41.55788,39.94183,38.41687,36.9725,35.6068,34.31648,33.09344,31.93997,30.84406,29.81114,28.82892,27.90106,27.01936,26.18391,25.39079,24.63694,23.92196,23.24033,22.59431,21.97719,21.39173,20.83235,20.30024,19.79225,19.30769,18.84557,18.40354,17.98247,17.57877,17.19443,16.82569,16.47406,16.13701,15.8149,15.50662,15.21136,14.92929,14.6586,14.4005,14.15259,13.91632,13.68965,13.47338,13.26645,13.06881,12.88032,12.70016,12.52903,12.36548,12.21078,12.06331,11.92414,11.79223,11.66806,11.55134,11.4419,11.34018,11.2454,11.15869,11.07886,11.00725,10.94284,10.88663,10.83825,10.79806,10.76663,10.74353,10.73007,10.72499
4.1,91.28134,91.00537,90.31602,89.1082,87.50158,85.5056,83.20444,80.67457,77.95818,75.15972,72.28221,69.42862,66.58264,63.81439,61.11592,58.51932,56.02792,53.64492,51.38275,49.2255,47.19184,45.25672,43.4366,41.7099,40.08356,38.54556,37.09354,35.72367,34.42683,33.20544,32.04616,30.95493,29.91815,28.93984,28.01095,27.1316,26.29749,25.50526,24.75448,24.03914,23.36173,22.71493,22.10178,21.51619,20.95951,20.42832,19.92187,19.43912,18.97754,18.53806,18.11685,17.71605,17.3316,16.96516,16.61402,16.27855,15.95759,15.65026,15.35676,15.07514,14.80672,14.54892,14.30331,14.0677,13.84296,13.62795,13.42262,13.22683,13.03971,12.862,12.69215,12.53152,12.37838,12.23388,12.09691,11.96798,11.84677,11.73311,11.62746,11.529,11.43891,11.35593,11.2815,11.21452,11.15604,11.10569,11.06385,11.0311,11.00701,10.99299,10.98767
4.2,97.79174,97.47894,96.70293,95.34079,93.53316,91.29173,88.71503,85.89168,82.87008,79.76944,76.59175,73.45319,70.33303,67.30924,64.37073,61.55212,58.85549,56.28308,53.8476,51.53017,49.35084,47.2809,45.33813,43.49804,41.76798,40.13431,38.59423,37.14329,35.77129,34.48085,33.25715,32.10674,31.0146,29.98515,29.00846,28.08467,27.20908,26.37802,25.59107,24.84167,24.13256,23.45579,22.81469,22.20267,21.62121,21.06662,20.53811,20.03457,19.55329,19.09529,18.65643,18.23907,17.83881,17.45748,17.09215,16.74325,16.40954,16.09006,15.78507,15.49246,15.21368,14.94594,14.69095,14.44635,14.21311,13.98998,13.77693,13.57382,13.37969,13.19537,13.01919,12.85261,12.69378,12.54394,12.40188,12.26816,12.14245,12.02454,11.91494,11.81277,11.71929,11.63314,11.55587,11.48629,11.42554,11.37319,11.32968,11.29561,11.27052,11.25592,11.25036
4.3,104.60342,104.24997,103.37926,101.848,99.82082,97.31199,94.43635,91.29604,87.94622,84.52238,81.02497,77.5845,74.17499,70.88277,67.693,64.64289,61.73296,58.96424,56.34969,53.86709,51.53798,49.32958,47.26119,45.30507,43.46909,41.73782,40.108,38.57456,37.12615,35.76557,34.47649,33.26607,32.11781,31.03659,30.01151,29.04276,28.12522,27.25493,26.43145,25.64764,24.90656,24.19953,23.53027,22.89159,22.28516,21.70699,21.15626,20.6318,20.13067,19.65404,19.19741,18.76339,18.34723,17.95092,17.57133,17.20892,16.86238,16.53071,16.21418,15.91053,15.62133,15.3436,15.07919,14.82557,14.58379,14.3525,14.1317,13.92123,13.72007,13.52912,13.34658,13.17403,13.00949,12.85427,12.70711,12.56858,12.43834,12.31617,12.20261,12.0967,11.99981,11.91048,11.83034,11.75815,11.69511,11.64076,11.59554,11.56014,11.53404,11.51886,11.51306
4.4,111.72002,111.32183,110.34794,108.63188,106.36561,103.56637,100.36737,96.88579,93.18415,89.41567,85.57877,81.81942,78.10542,74.53202,71.07996,67.78908,64.65799,61.6863,58.88711,56.23454,53.7517,51.4014,49.20453,47.12989,45.18588,43.35519,41.63407,40.01677,38.49075,37.05902,35.70363,34.43244,33.22735,32.09375,31.01973,30.00555,29.04564,28.13573,27.27536,26.45684,25.68351,24.94598,24.24833,23.58278,22.95121,22.34929,21.77619,21.23066,20.70957,20.21418,19.73969,19.28891,18.85676,18.4454,18.05147,17.6755,17.31607,16.97214,16.64401,16.32926,16.02961,15.74185,15.46799,15.2053,14.95494,14.71547,14.4869,14.26903,14.06082,13.86321,13.67429,13.49575,13.32547,13.16486,13.01257,12.86922,12.73443,12.60798,12.49043,12.38078,12.28046,12.18792,12.10492,12.0301,11.96474,11.90836,11.86144,11.82469,11.79756,11.7818,11.77575
4.5,119.14478,118.69749,117.61151,115.69408,113.16819,110.05446,106.50672,102.65881,98.58114,94.44629,90.24994,86.15472,82.1212,78.25405,74.52888,70.98818,67.6283,64.44719,61.45802,58.63089,55.99054,53.49506,51.167,48.97147,46.91745,44.98561,43.17169,41.46925,39.86449,38.36066,36.93809,35.6054,34.34281,33.15626,32.03278,30.97272,29.97003,29.02013,28.12258,27.26905,26.46321,25.69494,24.96869,24.27609,23.6192,22.99338,22.39777,21.83105,21.28987,20.77564,20.28317,19.81556,19.36733,18.94085,18.5325,18.1429,17.77054,17.41429,17.07451,16.74863,16.43848,16.14064,15.85729,15.58552,15.32655,15.07887,14.84248,14.61721,14.40191,14.19763,14.00229,13.81775,13.6417,13.47569,13.31825,13.17006,13.03071,12.89995,12.77841,12.66499,12.56123,12.46547,12.37957,12.30211,12.23442,12.17601,12.12736,12.08924,12.06108,12.04473,12.03842
4.6,126.88058,126.37955,125.17214,123.03588,120.22885,116.7755,112.85273,108.6127,104.13427,99.61104,95.03515,90.58717,86.21921,82.04595,78.03708,74.23776,70.64171,67.24497,64.06068,61.05457,58.25314,55.60931,53.14751,50.82882,48.66291,46.62828,44.72016,42.93139,41.24682,39.66999,38.17941,36.78453,35.46382,34.22379,33.05036,31.94399,30.89815,29.90792,28.97289,28.08406,27.24549,26.44625,25.69122,24.97138,24.28901,23.63915,23.02089,22.43286,21.87148,21.3383,20.82777,20.34324,19.87885,19.43719,19.01436,18.61108,18.22572,17.85711,17.50564,17.16857,16.84789,16.53994,16.24707,15.96617,15.69857,15.44264,15.19842,14.96571,14.74332,14.53233,14.33057,14.14,13.95817,13.78674,13.62413,13.47108,13.32715,13.19208,13.06652,12.94932,12.8421,12.74311,12.6543,12.57417,12.50415,12.44368,12.3933,12.3538,12.32459,12.30763,12.30107
4.7,134.92993,134.37021,133.0316,130.65816,127.54751,123.72838,119.4034,114.7448,109.84044,104.90662,99.93105,95.11348,90.39634,85.90486,81.60194,77.53546,73.69611,70.07774,66.69342,63.50411,60.53817,57.743,55.14502,52.70105,50.42146,48.28249,46.27884,44.4026,42.6372,40.98652,39.42717,37.96946,36.59002,35.29601,34.07218,32.9191,31.82974,30.79887,29.82607,28.90169,28.03016,27.19974,26.41575,25.6685,24.96051,24.28646,23.64544,23.03599,22.45431,21.90209,21.3734,20.87189,20.39127,19.93435,19.497,19.07997,18.68156,18.30054,17.93735,17.58905,17.2578,16.93971,16.63729,16.34722,16.07096,15.80677,15.55469,15.31453,15.085,14.8673,14.65909,14.46248,14.27485,14.09798,13.93019,13.77227,13.62375,13.48434,13.35476,13.23375,13.12307,13.02082,12.9291,12.84629,12.77391,12.71137,12.65923,12.61835,12.58808,12.57052,12.56369
4.8,143.29494,142.67129,141.19131,138.56142,135.12372,130.91166,126.15646,121.05224,115.69637,110.3296,104.9342,99.7304,94.64952,89.82795,85.22091,80.879,76.78945,72.9437,69.35465,65.97809,62.8444,59.89503,57.15857,54.58727,52.19232,49.94755,47.84711,45.88232,44.03514,42.30982,40.68095,39.15982,37.72109,36.37263,35.09796,33.89779,32.76459,31.69277,30.68194,29.72175,28.81707,27.95527,27.14215,26.36733,25.63359,24.93522,24.27132,23.64035,23.03826,22.46692,21.92,21.40143,20.90451,20.43229,19.98034,19.54952,19.13802,18.74455,18.36958,18.01002,17.66818,17.3399,17.02791,16.72865,16.44371,16.17123,15.91127,15.66363,15.42696,15.20252,14.98784,14.78517,14.59173,14.40941,14.23642,14.07362,13.92048,13.77673,13.64311,13.51829,13.40412,13.2986,13.20395,13.11845,13.0437,12.97907,12.92517,12.88288,12.85154,12.83337,12.82627
4.9,151.97736,151.28421,149.65228,146.74581,142.95667,138.32359,133.10936,127.53192,121.69864,115.87647,110.04113,104.43463,98.9757,93.81246,88.8915,84.26615,79.91979,75.84113,72.04285,68.47518,65.17064,62.06436,59.18723,56.48668,53.97478,51.62281,49.4244,47.37004,45.44019,43.63947,41.94039,40.35527,38.85672,37.45336,36.12745,34.87985,33.70248,32.58942,31.54032,30.5441,29.60606,28.71269,27.8703,27.06776,26.30813,25.58533,24.89843,24.24584,23.62326,23.03273,22.46748,21.9318,21.41852,20.93093,20.46433,20.01968,19.59504,19.18907,18.80231,18.43144,18.07898,17.74049,17.41889,17.11042,16.81677,16.53598,16.26812,16.01299,15.76915,15.53796,15.31679,15.10805,14.90878,14.721,14.5428,14.3751,14.21734,14.06923,13.93156,13.80291,13.68525,13.57644,13.47885,13.39063,13.3135,13.24678,13.1911,13.1474,13.11498,13.09618,13.08881
